Metric,Model_Name,Dataset_Name,Fairness_Intervention,Experiment_Iteration,Subgroup,Metric_Value
Overall_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.005202346010881986
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.005678138479422
Statistical_Parity_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.02482659650801243
Disparate_Impact,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.7967097532314924
Std_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,8.657223333169255e-05
Std_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.006188659328358
Equalized_Odds_TNR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.0011388485806328452
Equalized_Odds_TPR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.08131304469839884
Accuracy_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.04957665630232
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.022813105705780212
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.026240804492383
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.0006029235259500387
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.9283124499109489
Equalized_Odds_FNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.09806520010601649
Equalized_Odds_FPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.02657751243941972
IQR_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,2.4360341548991526e-05
Jitter_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.005471917348040645
Label_Stability_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.99141712538509
Label_Stability_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.00799483377182475
Overall_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.022210182179830174
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.0253025115286762
Statistical_Parity_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.04736665869409232
Disparate_Impact,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.6866257358060637
Std_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-7.01593277656759e-05
Std_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.9983809557255685
Equalized_Odds_TNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.026577512439419637
Equalized_Odds_TPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.09806520010601644
Accuracy_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.03542693135613484
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.02519457359421451
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.030727596271618
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.0004730133198352915
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.9830234576251679
Equalized_Odds_FNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.045272654516351984
Equalized_Odds_FPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.005083892820908736
IQR_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.0019306918219965802
Jitter_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.009040850269045858
Label_Stability_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.9844095890912313
Label_Stability_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.012674479789524074
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.024721560274379217
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.0291598026601583
Statistical_Parity_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.01127003109303995
Disparate_Impact,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.9474623137989474
Std_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.0011722666691025146
Std_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,1.0145183424817568
Equalized_Odds_TNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,0.00508389282090882
Equalized_Odds_TPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_5,SEX&RAC1P,-0.04527265451635204
Accuracy_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.010647797598635655
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.012960763654465968
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0162332891740302
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0017147034466686861
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9485707460917578
Equalized_Odds_FNR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.05641540291406477
Equalized_Odds_FPR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0023601519554197065
IQR_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.002417082600190912
Jitter_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.006740024243258286
Label_Stability_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0127993973467335
Label_Stability_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.010143140553690033
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.011246060207797282
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0135210024371326
Statistical_Parity_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.03665107030331205
Disparate_Impact,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.8284156596973435
Std_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.001797100945669497
Std_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.980913314809832
Equalized_Odds_TNR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.0023601519554196093
Equalized_Odds_TPR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.05641540291406483
Accuracy_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.004602384793660819
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.02110865984203736
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.976981525263234
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,9.26944375345684e-06
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0175576557949229
Equalized_Odds_FNR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.12725988700564972
Equalized_Odds_FPR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.02660006037963697
IQR_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0001699432386318353
Jitter_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.010495437998086313
Label_Stability_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.016323551922573
Label_Stability_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.01577112240882106
Overall_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0210993903982839
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9770048718662017
Statistical_Parity_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.07572502376278184
Disparate_Impact,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.5697791870290767
Std_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-8.302169865131125e-05
Std_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9933322285983505
Equalized_Odds_TNR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.026600060379637025
Equalized_Odds_TPR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.12725988700564972
Accuracy_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.011786454869126328
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.02972897608385905
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0347281891486915
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.000889847226397178
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.8838581499764219
Equalized_Odds_FNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.07956437704430563
Equalized_Odds_FPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.007409084619545397
IQR_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0019060948098843372
Jitter_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.00015517177212325678
Label_Stability_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0007477618985383
Label_Stability_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.000694834097808239
Overall_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.02883912885746187
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.033389862257098
Statistical_Parity_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.04526493487962109
Disparate_Impact,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.7179775804526211
Std_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0012838310663517288
Std_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9691196674088872
Equalized_Odds_TNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.00740908461954537
Equalized_Odds_TPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.07956437704430569
Accuracy_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.01293777028006704
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.002681522762583044
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0032657023402953
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0058305267199124655
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.8247853901788096
Equalized_Odds_FNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.11457775795420755
Equalized_Odds_FPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.047924764456520386
IQR_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.010301140773687656
Jitter_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.024309894952242145
Label_Stability_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,1.0448723599557594
Label_Stability_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.03523337008029859
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.0031490039573294215
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9963143386833463
Statistical_Parity_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.08631240750926919
Disparate_Impact,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.6697269520878193
Std_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.007076309357994345
Std_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.9191043613795713
Equalized_Odds_TNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,0.047924764456520275
Equalized_Odds_TPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX,-0.11457775795420755
Accuracy_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.036206004140786785
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.035077979027877126
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0444103901611959
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.001332768298080933
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0419167684703843
Equalized_Odds_FNR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.0810971973762672
Equalized_Odds_FPR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.023460552638159535
IQR_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.006816033035426508
Jitter_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.021627659085628248
Label_Stability_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9630276300179864
Label_Stability_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.03000388198757753
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.03641074732595806
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.044313894507246
Statistical_Parity_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.03860420979986198
Disparate_Impact,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.8167185452162516
Std_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.0044848287354662675
Std_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.04920188081359
Equalized_Odds_TNR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.023460552638159493
Equalized_Odds_TPR,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.08109719737626714
Accuracy_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.027933057280883355
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.012736128686054449
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9860205763808763
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,3.920515867394947e-06
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.007378914533465
Equalized_Odds_FNR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.06736732259988076
Equalized_Odds_FPR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.03533383345836459
IQR_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,9.777205753430662e-06
Jitter_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.00228475321743336
Label_Stability_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0027815816501198
Label_Stability_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.0027083333333333126
Overall_Uncertainty_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.012732208170187054
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9860330248751219
Statistical_Parity_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.04242581090407177
Disparate_Impact,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.7229607931500676
Std_Difference,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-1.7935543939476967e-05
Std_Ratio,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9985551360757925
Equalized_Odds_TNR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.035333833458364605
Equalized_Odds_TPR,LogisticRegression,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.06736732259988074
Accuracy_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.03618875086266393
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.016972697254528768
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0196242075570905
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.0007165628397631796
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9043384302904949
Equalized_Odds_FNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.10968246869409659
Equalized_Odds_FPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.04913415853963491
IQR_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.000538409095591684
Jitter_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.004405679623100553
Label_Stability_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0066753699613844
Label_Stability_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.006186939268461034
Overall_Uncertainty_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.01625613441476559
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.018634313693656
Statistical_Parity_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.06748619737750174
Disparate_Impact,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.5927217825905872
Std_Difference,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.0007210592436156446
Std_Ratio,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.982493200731073
Equalized_Odds_TNR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.049134158539634876
Equalized_Odds_TPR,MLPClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.10968246869409656
Accuracy_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.038448930296756334
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.020918259833518138
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0257224908410048
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.0015311249502260038
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.052139602244988
Equalized_Odds_FNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.07134764460345855
Equalized_Odds_FPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.011357526881720426
IQR_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.004278520189750695
Jitter_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.0037407005697913387
Label_Stability_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.9943886044848388
Label_Stability_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.004526742581090537
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.022449384783744142
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0266431730458807
Statistical_Parity_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.027872670807453426
Disparate_Impact,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.876717032967033
Std_Difference,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.003037231110200461
Std_Ratio,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,1.0369491951059733
Equalized_Odds_TNR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,0.011357526881720426
Equalized_Odds_TPR,RandomForestClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,RAC1P,-0.07134764460345855
Accuracy_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX&RAC1P,-0.013960931829966161
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX&RAC1P,0.03137347067580365
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_CA_2018_Public_Coverage,LFR,Exp_iter_6,SEX&RAC1P,1.039313319574105
